amount,is_new_recipient,country,device_type,device_trust_score,transaction_hour,prior_transaction_count,is_fraud
670.92,0,AE,atm,96.0,20,25,0
1098.16,1,SA,web,73.1,12,35,0
1128.43,0,SA,mobile,82.4,21,90,0
2294.19,0,SA,mobile,87.8,17,97,0
1573.53,0,AE,atm,93.8,13,36,0
635.34,0,SA,web,83.5,8,147,0
4895.04,0,EG,web,23.0,1,6,1
80.25,0,SA,mobile,87.0,10,90,0
953.53,0,SA,atm,85.7,7,163,0
4200.92,1,SA,web,80.8,13,38,0
444.53,0,UK,mobile,92.9,17,50,0
1768.33,0,SA,web,92.5,9,132,0
1455.34,0,IN,atm,93.0,12,84,0
161.84,0,US,mobile,68.0,16,11,0
1357.17,0,SA,web,70.6,9,131,0
476.16,0,IN,atm,91.9,8,136,0
715.79,0,AE,atm,78.8,18,49,0
250.86,0,SA,atm,87.9,11,167,0
387.38,0,SA,atm,60.9,10,75,0
402.65,0,SA,web,90.1,18,37,0
1676.68,0,SA,atm,91.1,9,163,0
303.82,0,SA,mobile,66.4,20,175,0
1078.69,1,SA,web,97.2,10,58,0
483.77,0,SA,atm,60.5,10,171,0
995.85,1,UK,web,93.4,16,23,0
1570.74,0,AE,web,85.4,20,83,0
1503.76,0,SA,mobile,68.8,12,122,0
997.4,0,AE,web,92.2,8,11,0
498.35,0,SA,mobile,62.2,21,41,0
204.61,0,SA,atm,87.9,17,113,0
529.78,0,SA,atm,82.5,8,127,0
432.95,0,PK,web,61.3,6,86,0
2516.81,0,SA,web,77.5,15,49,0
265.49,1,SA,mobile,78.0,14,111,0
481.45,0,SA,atm,90.7,15,171,0
684.48,0,IN,web,70.5,8,94,0
25350.33,1,IN,mobile,20.5,0,2,1
385.32,0,SA,atm,76.9,21,154,0
426.75,0,SA,atm,77.9,12,68,0
141.09,0,SA,mobile,74.5,8,158,0
2949.93,0,IN,mobile,94.6,13,31,0
762.42,0,UK,atm,95.9,10,192,0
552.2,0,SA,atm,95.9,10,41,0
1315.33,0,SA,mobile,91.3,13,89,0
1978.54,0,PK,web,88.8,16,98,0
241.66,0,SA,mobile,87.7,7,79,0
406.75,0,IN,web,64.5,8,172,0
113.57,1,SA,mobile,76.6,9,29,0
412.9,0,SA,web,79.5,19,164,0
226.52,0,EG,mobile,79.8,11,69,0
1826.18,0,SA,atm,93.3,10,48,0
264.22,0,AE,atm,90.4,20,13,0
857.35,0,SA,atm,68.4,14,74,0
592.87,0,SA,web,60.9,20,185,0
262.61,1,SA,atm,98.6,9,71,0
444.3,0,SA,mobile,95.3,21,50,0
364.53,0,SA,mobile,90.8,17,75,0
406.66,0,SA,mobile,96.5,7,40,0
207.87,1,SA,mobile,77.4,11,125,0
4153.91,0,SA,mobile,76.9,8,189,0
8630.91,0,PK,atm,80.6,16,193,0
950.76,0,AE,atm,77.9,20,26,0
264.15,0,SA,atm,88.3,15,170,0
1541.85,0,SA,mobile,80.3,8,190,0
443.11,0,UK,atm,54.3,2,7,1
625.46,0,SA,atm,73.1,19,132,0
1621.07,0,SA,mobile,61.7,13,5,0
1144.25,0,AE,mobile,80.1,17,135,0
565.11,0,SA,atm,81.0,21,119,0
1157.35,0,SA,mobile,90.4,16,76,0
1286.06,1,IN,web,72.0,11,199,0
886.95,0,SA,atm,63.1,10,102,0
1203.82,1,SA,atm,75.2,18,149,0
1725.78,0,SA,mobile,76.9,12,116,0
859.01,0,IN,mobile,79.1,12,95,0
966.26,0,SA,web,86.5,14,183,0
650.7,0,SA,web,77.4,12,76,0
366.13,0,SA,web,64.5,20,182,0
1227.85,0,SA,atm,73.2,21,20,0
664.21,0,SA,atm,81.7,20,180,0
310.93,0,AE,mobile,84.1,13,83,0
1663.47,0,NG,mobile,81.5,18,159,0
3234.19,0,SA,web,97.3,20,106,0
560.62,1,US,web,77.0,18,27,0
881.92,0,UK,atm,95.3,7,139,0
2263.77,0,SA,mobile,93.6,6,62,0
1864.87,0,PK,web,79.1,8,63,0
388.8,0,AE,mobile,91.5,21,137,0
559.97,0,SA,web,82.7,13,48,0
2099.72,0,SA,atm,94.1,7,51,0
482.76,0,PK,mobile,68.1,7,175,0
224.89,0,SA,web,73.9,15,68,0
750.46,0,SA,web,97.7,9,66,0
1037.05,0,SA,mobile,86.6,8,174,0
4488.59,0,SA,web,97.1,15,61,0
38803.44,1,AE,atm,11.5,22,6,1
230.7,1,SA,mobile,67.5,10,39,0
515.34,0,SA,mobile,79.8,6,60,0
675.19,0,SA,web,96.4,18,63,0
200.44,0,SA,atm,62.7,9,123,0
1199.03,0,SA,atm,81.6,13,165,0
979.93,0,SA,mobile,84.9,19,141,0
1830.65,0,SA,atm,95.6,12,39,0
4630.35,0,SA,mobile,82.6,20,50,0
1402.06,0,SA,mobile,91.3,15,105,0
323.48,0,SA,web,91.8,7,57,0
944.6,0,SA,mobile,72.0,21,133,0
950.77,0,SA,atm,86.2,11,20,0
399.94,0,IN,mobile,82.5,19,64,0
947.02,0,SA,mobile,98.6,6,95,0
207.42,0,SA,atm,98.1,18,125,0
762.73,0,SA,web,81.2,13,48,0
669.59,0,SA,web,63.7,11,80,0
55.36,0,SA,atm,77.0,15,178,0
2585.45,0,SA,web,67.5,13,199,0
705.83,0,SA,atm,99.9,7,184,0
275.21,0,SA,web,85.9,16,107,0
1895.95,0,SA,atm,68.1,10,80,0
1585.31,1,PK,web,0.6,3,2,1
94.72,0,SA,atm,75.5,9,192,0
382.52,0,SA,web,83.1,6,60,0
3051.15,0,SA,web,68.1,6,126,0
443.91,0,SA,web,69.5,17,104,0
1017.78,0,SA,mobile,85.2,16,163,0
270.49,0,SA,mobile,84.5,10,180,0
674.73,0,SA,web,90.7,21,60,0
740.46,0,SA,mobile,93.5,20,180,0
554.48,0,SA,atm,78.3,14,26,0
1715.58,1,PK,atm,66.9,17,141,0
507.34,0,SA,atm,97.2,14,98,0
561.06,0,NG,mobile,88.5,8,131,0
435.48,0,SA,mobile,63.8,6,164,0
363.57,0,SA,mobile,90.6,17,196,0
516.87,1,SA,web,97.6,18,61,0
826.01,0,SA,mobile,81.9,19,137,0
1170.74,1,SA,mobile,69.4,14,46,0
842.44,0,AE,web,95.3,8,51,0
651.16,0,SA,web,83.7,9,91,0
588.99,0,NG,mobile,89.3,19,56,0
1836.27,0,SA,atm,89.1,21,58,0
276.12,1,SA,web,64.0,10,133,0
56.68,0,SA,web,77.2,16,175,0
835.92,0,SA,atm,79.7,12,189,0
315.95,0,PK,atm,70.3,12,102,0
1052.82,0,SA,web,92.0,17,48,0
803.51,0,SA,web,81.3,8,12,0
1199.81,0,SA,web,67.1,12,98,0
1385.61,0,SA,mobile,83.3,16,161,0
301.55,0,SA,atm,61.6,12,88,0
29228.61,1,UK,atm,50.9,22,6,1
385.24,0,NG,atm,71.7,9,136,0
346.41,0,SA,atm,90.1,19,20,0
935.89,0,AE,mobile,73.5,6,9,0
832.75,0,SA,web,63.7,10,103,0
388.04,0,PK,web,72.2,12,95,0
352.65,0,SA,atm,68.2,8,37,0
241.71,0,SA,atm,62.4,11,14,0
115.88,1,SA,atm,81.4,11,188,0
699.62,0,SA,mobile,66.5,17,92,0
2032.74,0,AE,mobile,93.2,19,134,0
3249.16,0,PK,atm,83.0,11,7,0
1629.05,0,SA,web,83.1,12,32,0
790.41,1,SA,atm,94.3,7,187,0
418.09,1,SA,atm,85.4,9,6,0
461.64,0,IN,atm,66.4,20,61,0
103.27,0,NG,web,97.5,18,85,0
1343.66,1,AE,atm,96.0,16,143,0
1143.78,0,SA,mobile,94.0,14,95,0
921.59,0,SA,mobile,68.7,16,130,0
166.8,1,SA,atm,87.6,7,47,0
746.66,0,SA,mobile,63.6,14,123,0
1958.27,1,AE,mobile,66.1,6,27,0
74.85,0,EG,atm,94.1,21,117,0
1018.24,0,SA,web,83.4,12,58,0
446.85,0,UK,atm,75.3,11,150,0
914.59,0,SA,web,82.3,19,128,0
792.33,1,AE,mobile,99.1,15,19,0
593.03,1,PK,atm,76.8,16,27,0
2578.89,0,SA,web,65.1,19,113,0
462.84,1,SA,web,62.0,12,168,0
529.57,0,EG,mobile,73.8,9,23,0
249.92,1,SA,mobile,71.3,11,66,0
1010.46,0,SA,atm,81.3,6,136,0
797.44,0,SA,atm,70.2,17,49,0
132.98,0,SA,web,63.3,15,83,0
1437.98,0,EG,atm,95.6,16,150,0
812.11,1,SA,mobile,96.2,6,28,0
3729.63,0,SA,mobile,81.0,20,91,0
304.99,0,SA,mobile,88.6,8,80,0
1325.65,0,SA,web,98.0,14,108,0
305.46,0,AE,atm,92.9,19,55,0
1015.87,0,US,web,64.1,8,178,0
552.37,0,SA,atm,95.1,19,133,0
394.53,1,SA,web,84.8,19,164,0
1015.28,0,AE,atm,98.3,18,5,0
590.97,0,US,atm,89.2,20,23,0
307.08,1,SA,atm,74.1,8,99,0
1957.87,0,EG,mobile,94.3,19,68,0
1059.0,0,UK,atm,94.6,7,165,0
762.8,0,UK,atm,69.4,15,54,0
2403.93,0,SA,web,40.7,23,4,1
988.45,0,SA,web,70.0,19,183,0
199.68,0,IN,web,87.6,17,92,0
445.85,0,SA,atm,93.7,9,125,0
651.73,0,SA,mobile,60.1,19,81,0
216.62,0,AE,mobile,84.0,18,17,0
1317.85,0,PK,web,68.6,10,60,0
1095.52,0,NG,web,29.0,4,1,1
900.3,0,SA,atm,86.3,17,107,0
2709.7,1,SA,mobile,50.4,1,7,1
688.61,0,SA,mobile,93.1,10,7,0
893.06,0,SA,web,76.6,7,75,0
843.44,0,SA,atm,69.8,12,122,0
677.93,0,SA,mobile,71.1,17,9,0
280.08,0,SA,atm,71.4,21,56,0
948.65,0,SA,atm,93.9,20,62,0
684.15,1,SA,atm,97.4,15,16,0
292.66,0,SA,mobile,91.5,19,109,0
202.07,0,IN,atm,61.3,19,57,0
759.6,1,SA,mobile,62.1,10,116,0
1181.19,1,IN,mobile,60.9,11,72,0
532.9,0,SA,atm,71.4,19,56,0
1167.27,0,SA,web,81.8,6,167,0
263.29,0,SA,web,63.3,14,17,0
564.29,1,IN,mobile,78.5,21,195,0
2127.28,1,US,mobile,55.3,4,3,1
660.45,0,SA,mobile,76.3,11,54,0
596.45,0,SA,atm,81.8,21,65,0
994.71,0,SA,atm,75.1,7,157,0
873.58,1,UK,atm,67.8,21,184,0
1368.2,0,SA,mobile,96.0,7,49,0
113.23,0,IN,web,92.6,12,147,0
896.35,0,SA,atm,91.5,18,150,0
219.23,0,SA,mobile,62.9,14,165,0
465.15,0,SA,web,90.4,10,197,0
558.86,0,SA,mobile,82.6,15,164,0
3502.46,0,SA,mobile,99.7,9,169,0
325.64,0,SA,atm,97.3,12,32,0
140.01,0,PK,web,62.0,8,60,0
693.18,0,SA,atm,89.6,19,166,0
1382.81,1,IN,web,68.3,20,53,0
465.64,0,SA,web,82.7,9,8,0
1768.42,0,PK,web,64.5,9,151,0
1131.84,0,SA,web,75.5,16,39,0
532.15,1,AE,mobile,94.1,20,16,0
2163.07,0,SA,web,60.5,17,10,0
1318.08,0,SA,web,71.3,18,18,0
2681.22,0,SA,web,81.3,21,13,0
190.4,1,SA,web,89.3,6,122,0
1353.74,0,SA,mobile,81.9,13,198,0
15403.29,1,SA,atm,8.3,4,2,1
414.85,1,IN,atm,65.8,6,78,0
1993.02,0,SA,web,96.4,12,186,0
323.91,0,SA,atm,83.3,21,35,0
582.79,0,SA,mobile,91.3,20,153,0
1429.28,0,SA,mobile,72.2,11,159,0
1890.0,0,SA,atm,84.4,15,91,0
757.08,1,SA,atm,97.6,21,109,0
1215.65,0,SA,atm,75.4,11,29,0
789.75,0,SA,mobile,92.5,15,107,0
552.76,0,SA,mobile,70.1,18,192,0
1006.33,0,SA,atm,78.9,6,31,0
5314.43,0,SA,web,78.4,14,43,0
877.39,1,SA,mobile,74.6,16,140,0
1480.55,1,SA,mobile,84.9,14,103,0
205.64,0,SA,web,94.8,16,23,0
681.1,0,SA,atm,96.9,13,41,0
3180.67,0,SA,atm,92.0,9,56,0
1352.61,0,SA,atm,66.7,12,69,0
417.91,0,SA,mobile,80.8,6,154,0
1548.53,0,SA,mobile,66.6,15,99,0
1781.73,1,EG,web,26.0,3,9,1
577.99,1,IN,atm,62.2,20,139,0
831.37,0,PK,atm,83.5,6,185,0
401.55,0,SA,web,74.1,7,47,0
441.2,0,SA,mobile,87.5,18,120,0
553.07,1,EG,mobile,82.0,18,28,0
1314.67,0,SA,web,74.0,14,87,0
23533.66,0,SA,web,39.4,3,7,1
6245.55,1,US,mobile,49.3,23,4,1
979.02,0,SA,mobile,97.8,15,13,0
2549.06,0,SA,web,88.9,6,156,0
563.42,1,UK,mobile,69.5,19,146,0
4359.2,1,SA,web,20.3,3,5,1
485.69,0,PK,atm,66.3,9,10,0
1178.46,0,SA,web,77.1,14,190,0
158.79,0,SA,mobile,65.5,11,124,0
5703.48,0,SA,mobile,68.0,21,120,0
326.5,0,SA,mobile,79.3,7,193,0
499.74,0,SA,atm,95.4,9,53,0
1278.21,0,SA,web,70.6,21,59,0
318.59,0,SA,mobile,96.9,6,54,0
1093.14,0,SA,mobile,83.2,15,133,0
429.07,0,SA,web,67.0,15,106,0
5164.63,0,SA,web,83.1,9,52,0
979.99,0,SA,atm,88.6,11,115,0
390.66,0,SA,web,80.6,8,25,0
5842.74,1,SA,web,19.8,2,0,1
346.8,0,UK,web,94.0,18,141,0
776.68,0,SA,mobile,77.7,13,84,0
923.25,0,SA,atm,63.9,14,69,0
600.66,0,AE,web,92.5,21,112,0
1704.65,0,SA,atm,98.4,16,191,0
385.58,0,SA,mobile,64.0,12,33,0
146.81,0,SA,web,90.9,16,197,0
215.27,0,US,atm,89.4,12,147,0
383.01,1,SA,mobile,65.5,9,190,0
646.56,0,SA,mobile,85.7,13,105,0
135.29,0,SA,web,97.6,9,193,0
473.43,0,SA,mobile,94.5,11,117,0
422.32,0,SA,atm,61.5,18,29,0
719.57,0,SA,mobile,81.2,15,48,0
981.94,0,SA,mobile,80.8,17,57,0
508.15,1,PK,mobile,47.2,22,1,1
289.07,0,SA,web,82.9,21,177,0
301.4,0,SA,mobile,60.2,14,116,0
203.84,0,NG,web,81.1,20,160,0
390.57,0,SA,web,99.7,10,18,0
511.84,0,SA,atm,81.4,9,16,0
2557.76,0,IN,atm,64.4,6,23,0
2871.42,0,SA,atm,79.6,6,147,0
111.84,0,SA,mobile,62.4,17,32,0
346.39,0,SA,mobile,60.3,14,87,0
2108.49,0,SA,mobile,98.7,9,142,0
1022.16,0,PK,atm,99.2,21,160,0
402.57,0,PK,web,80.8,20,180,0
3238.52,0,SA,web,98.5,18,159,0
237.16,0,SA,atm,62.6,19,121,0
691.62,0,SA,atm,82.5,16,178,0
223.31,0,SA,atm,63.3,20,134,0
181.46,0,SA,atm,94.8,7,25,0
950.99,0,SA,mobile,89.5,16,7,0
385.07,0,UK,web,69.1,15,171,0
330.33,0,SA,atm,69.9,8,120,0
667.37,0,SA,atm,82.1,16,36,0
98.76,0,SA,web,97.9,21,127,0
352.59,1,SA,web,64.3,21,30,0
122.12,0,SA,web,72.9,14,125,0
1049.53,0,SA,web,82.5,20,24,0
337.43,0,EG,mobile,78.8,12,149,0
191.15,0,UK,mobile,61.9,13,123,0
525.83,0,SA,mobile,72.7,19,162,0
186.16,0,SA,web,78.2,9,43,0
1307.2,0,SA,mobile,73.7,15,6,0
1001.83,1,SA,web,75.8,16,103,0
2036.97,1,SA,web,64.4,13,17,0
302.84,0,SA,web,94.6,21,131,0
1011.02,0,SA,mobile,75.6,20,151,0
246.76,0,SA,mobile,98.0,6,117,0
1727.75,0,SA,web,62.8,13,97,0
14273.36,1,SA,mobile,43.2,2,2,1
214.17,0,AE,atm,65.4,17,144,0
242.74,0,SA,web,75.0,14,106,0
1353.32,0,SA,mobile,74.3,6,54,0
1165.39,0,SA,atm,78.5,12,191,0
368.0,0,IN,mobile,94.1,21,29,0
286.98,0,EG,atm,99.9,15,31,0
2502.96,1,SA,mobile,81.2,8,80,0
2841.34,0,SA,web,89.6,6,36,0
1194.39,0,IN,mobile,83.0,19,129,0
16731.38,1,SA,web,40.3,1,2,1
483.87,0,SA,atm,96.4,8,74,0
681.31,1,SA,web,80.5,13,78,0
503.38,0,IN,web,76.5,18,6,0
686.08,1,IN,atm,69.0,17,123,0
200.78,0,SA,atm,60.7,12,72,0
167.87,0,SA,mobile,92.5,11,126,0
938.37,0,PK,atm,92.6,18,189,0
503.31,0,SA,web,86.6,14,168,0
282.26,0,SA,mobile,80.8,12,70,0
920.47,1,UK,web,98.9,10,154,0
361.97,0,SA,atm,96.3,11,171,0
552.42,0,SA,atm,79.7,21,91,0
267.19,0,SA,mobile,72.3,16,53,0
711.77,0,SA,web,98.7,11,33,0
54.45,1,SA,atm,95.0,11,71,0
937.69,0,SA,mobile,79.2,19,110,0
564.05,0,SA,web,97.2,7,31,0
1311.29,0,UK,mobile,80.7,17,159,0
68.56,0,EG,mobile,60.8,10,86,0
706.74,0,SA,web,71.2,8,23,0
152.27,0,PK,mobile,86.5,18,186,0
7511.72,0,SA,mobile,96.4,10,138,0
842.98,0,SA,mobile,65.0,21,71,0
628.46,0,SA,mobile,70.3,12,179,0
4032.75,1,SA,atm,13.9,2,9,1
1258.44,0,SA,mobile,82.8,10,113,0
346.33,0,SA,web,80.3,18,192,0
777.5,1,SA,web,86.4,9,17,0
2529.02,0,SA,mobile,80.4,9,10,0
87.06,1,SA,web,66.3,15,157,0
352.91,0,SA,atm,78.0,9,145,0
2061.84,0,SA,web,84.5,21,160,0
107.96,0,SA,mobile,79.2,10,193,0
1652.14,0,SA,mobile,77.3,21,34,0
8889.68,1,SA,atm,25.1,4,0,1
3020.57,1,EG,web,76.2,9,153,0
637.69,0,SA,mobile,93.8,14,122,0
1834.67,0,US,mobile,96.4,16,58,0
1733.22,0,SA,atm,73.9,9,162,0
36.94,0,US,web,81.3,16,197,0
391.73,0,AE,atm,97.0,17,175,0
901.33,1,SA,mobile,77.5,17,97,0
246.43,0,SA,atm,67.9,18,145,0
312.44,1,SA,mobile,98.6,17,14,0
392.55,0,AE,mobile,73.4,12,46,0
973.59,0,PK,atm,41.3,22,1,1
1020.15,0,PK,atm,88.7,8,18,0
307.91,1,SA,atm,77.6,12,112,0
384.41,0,SA,web,80.5,19,76,0
1950.73,0,SA,web,80.8,18,21,0
116.01,0,SA,atm,100.0,16,164,0
555.23,0,SA,web,86.5,10,125,0
330.16,0,SA,web,74.2,8,143,0
236.82,0,SA,atm,73.5,20,62,0
119.68,0,SA,atm,99.6,7,33,0
364.34,0,SA,web,73.9,7,91,0
898.46,0,SA,mobile,88.8,20,127,0
599.53,0,IN,mobile,76.9,9,187,0
1478.1,0,SA,web,96.7,9,90,0
1554.26,1,SA,mobile,13.4,2,6,1
1464.59,0,SA,mobile,69.1,8,196,0
2464.86,0,SA,mobile,72.4,8,127,0
113.9,0,SA,mobile,91.1,9,100,0
747.15,0,SA,web,75.8,20,105,0
495.42,0,IN,mobile,98.3,8,137,0
647.45,0,SA,mobile,80.0,11,157,0
988.95,0,SA,web,61.0,8,185,0
207.66,0,SA,atm,72.4,11,63,0
161.24,0,PK,atm,66.0,6,10,0
578.23,0,US,atm,65.9,10,125,0
5225.63,0,SA,web,84.9,19,80,0
885.23,0,SA,atm,69.3,16,72,0
431.9,0,PK,web,89.6,14,110,0
1793.21,0,SA,mobile,83.7,20,144,0
2180.78,1,SA,web,43.1,4,3,1
2266.89,0,SA,atm,79.0,19,48,0
1119.91,0,PK,atm,90.9,18,132,0
1929.45,0,SA,web,93.0,6,68,0
589.32,0,SA,web,65.3,12,178,0
1928.14,0,SA,mobile,86.5,7,97,0
397.61,0,SA,web,71.0,12,57,0
972.98,0,SA,web,65.4,8,56,0
1538.81,0,SA,web,67.3,12,41,0
135.19,0,SA,mobile,86.1,10,34,0
305.81,0,SA,mobile,96.5,12,134,0
5378.77,0,AE,mobile,95.8,8,101,0
239.94,0,SA,web,93.2,11,191,0
430.89,0,SA,mobile,69.3,14,126,0
800.1,0,SA,mobile,76.6,21,66,0
524.95,0,SA,mobile,64.2,21,15,0
627.65,1,SA,mobile,68.0,17,151,0
1057.06,1,AE,mobile,77.0,12,9,0
477.14,0,IN,atm,82.6,17,76,0
1020.63,0,UK,mobile,88.2,11,100,0
7068.39,1,SA,atm,16.0,4,9,1
1003.27,0,SA,atm,64.1,18,160,0
1159.85,0,SA,web,92.7,20,101,0
1603.29,0,SA,mobile,92.0,12,117,0
166.23,0,SA,mobile,72.9,12,56,0
792.69,1,SA,mobile,91.7,16,139,0
976.3,0,SA,atm,77.1,11,140,0
602.08,0,EG,mobile,78.7,6,87,0
1783.73,0,SA,atm,94.7,6,111,0
599.4,0,PK,web,85.5,16,48,0
631.12,1,SA,atm,86.4,6,67,0
556.2,0,IN,mobile,83.7,19,59,0
1169.69,0,SA,atm,77.6,19,8,0
398.57,0,SA,mobile,94.5,8,131,0
3738.48,0,SA,web,80.6,17,71,0
204.33,0,SA,mobile,89.0,13,99,0
501.2,0,SA,web,87.3,18,188,0
1655.82,0,AE,mobile,97.9,11,169,0
1369.56,0,SA,web,94.9,21,112,0
313.25,1,SA,mobile,85.9,17,6,0
413.75,1,SA,atm,75.8,14,134,0
1681.37,1,PK,atm,96.8,13,154,0
1295.44,0,SA,web,91.8,12,123,0
1304.86,1,SA,web,81.7,9,160,0
257.98,0,SA,mobile,81.6,6,102,0
718.21,0,SA,mobile,85.4,9,101,0
1154.6,0,SA,mobile,87.8,19,190,0
198.22,0,SA,web,76.4,10,162,0
911.03,0,SA,mobile,97.1,18,90,0
2477.12,0,SA,web,89.3,8,99,0
783.9,0,SA,web,65.8,11,33,0
718.78,0,EG,atm,94.2,16,51,0
346.85,0,SA,mobile,64.9,11,112,0
598.85,0,SA,mobile,85.8,21,26,0
279.76,0,SA,web,82.7,19,94,0
3307.54,0,SA,web,89.4,15,185,0
4160.85,1,UK,web,14.3,22,9,1
578.47,1,SA,mobile,64.9,8,118,0
2331.44,1,SA,web,63.3,11,74,0
78.78,1,SA,atm,96.2,12,101,0
1289.55,0,SA,web,84.5,20,79,0
853.38,0,AE,atm,92.5,12,98,0
16276.0,1,PK,atm,7.8,3,2,1
333.96,0,SA,mobile,90.9,9,122,0
1334.94,0,PK,web,81.4,13,184,0
655.09,0,IN,web,71.2,18,61,0
2904.35,1,US,atm,18.3,23,6,1
472.3,0,PK,web,75.7,8,38,0
250.14,0,SA,web,63.7,7,173,0
393.23,0,SA,mobile,91.8,14,76,0
2581.31,1,UK,mobile,46.4,22,0,1
286.99,0,SA,mobile,77.9,12,59,0
116.5,0,SA,mobile,86.2,9,91,0
269.27,0,SA,atm,66.6,7,108,0
471.15,0,US,web,78.7,14,29,0
767.46,0,SA,atm,60.3,16,112,0
432.92,1,IN,web,82.5,16,116,0
11140.32,1,UK,mobile,30.8,4,8,1
356.48,0,SA,mobile,98.3,16,199,0
762.52,1,SA,web,72.7,16,6,0
901.73,1,SA,mobile,94.4,10,16,0
449.24,0,AE,mobile,97.1,16,116,0
489.45,0,SA,web,85.6,6,124,0
968.92,0,AE,atm,80.5,20,113,0
307.94,0,AE,web,65.5,11,183,0
672.29,0,SA,atm,83.9,11,28,0
1416.86,1,SA,web,83.9,16,153,0
460.27,0,SA,web,71.5,20,185,0
400.23,0,SA,atm,61.7,8,5,0
1229.26,0,SA,atm,97.8,18,183,0
552.19,0,SA,web,81.7,16,114,0
727.2,0,SA,atm,84.7,16,120,0
337.06,0,UK,web,92.7,17,81,0
2596.56,1,SA,web,62.7,18,69,0
459.11,0,SA,mobile,97.7,20,89,0
859.4,1,SA,mobile,73.1,17,31,0
562.01,0,SA,atm,94.8,20,18,0
5493.51,1,SA,web,25.1,22,9,1
1759.7,0,SA,mobile,85.7,18,79,0
801.45,1,SA,mobile,75.3,14,40,0
1428.89,0,NG,web,91.7,11,11,0
432.3,0,SA,web,77.1,20,151,0
368.04,0,SA,mobile,68.9,11,131,0
2347.07,0,NG,mobile,22.7,3,1,1
7150.27,0,US,atm,32.8,5,0,1
3906.42,1,NG,web,7.9,5,0,1
1726.21,0,SA,mobile,99.4,7,6,0
664.1,0,SA,atm,81.6,20,159,0
395.24,0,AE,atm,64.2,21,90,0
330.01,0,SA,mobile,80.9,8,13,0
576.54,0,UK,mobile,76.2,11,45,0
425.89,0,SA,atm,81.1,12,5,0
650.23,1,EG,web,67.1,8,55,0
579.7,0,SA,mobile,87.3,7,98,0
1308.64,1,SA,web,84.2,16,180,0
890.76,0,SA,mobile,63.6,14,104,0
414.65,0,SA,web,69.5,13,79,0
814.47,1,SA,atm,74.6,10,81,0
1732.59,0,US,atm,41.0,23,3,1
2671.19,0,SA,web,65.2,14,76,0
372.06,0,SA,web,65.3,21,91,0
871.16,0,SA,mobile,70.0,12,77,0
11536.83,1,AE,web,54.6,2,8,1
1668.92,0,SA,web,83.3,8,13,0
638.63,0,IN,mobile,84.4,10,103,0
744.2,0,SA,mobile,81.5,13,147,0
1062.38,0,SA,atm,97.4,11,121,0
5100.93,0,SA,atm,81.5,11,21,0
656.53,0,AE,mobile,81.1,15,161,0
402.39,0,SA,atm,81.6,17,119,0
2221.9,1,SA,mobile,64.7,8,78,0
2196.7,0,SA,mobile,98.2,11,49,0
1200.73,0,SA,mobile,69.6,17,40,0
676.24,0,SA,mobile,72.9,10,99,0
500.78,0,SA,atm,78.2,16,84,0
766.54,1,NG,web,71.5,13,193,0
511.69,1,EG,atm,99.4,21,170,0
252.9,0,SA,mobile,68.6,6,82,0
1329.15,0,SA,web,62.1,7,172,0
495.34,0,SA,mobile,88.8,13,66,0
991.81,0,SA,atm,85.5,15,75,0
1902.07,0,SA,web,65.7,8,67,0
293.47,1,SA,mobile,77.4,6,14,0
1610.89,0,SA,atm,82.9,21,49,0
7312.88,1,UK,atm,16.1,5,5,1
350.66,0,SA,mobile,77.3,19,20,0
633.84,0,NG,web,87.3,12,115,0
710.25,0,SA,web,87.3,9,78,0
798.17,0,SA,mobile,77.2,16,32,0
1034.4,0,SA,web,91.7,13,28,0
1389.63,0,AE,mobile,94.5,10,124,0
8095.42,1,SA,atm,60.0,2,2,1
480.73,0,SA,atm,63.8,18,116,0
287.97,0,PK,web,98.0,18,108,0
404.74,0,SA,atm,86.1,12,174,0
906.02,1,SA,mobile,82.2,8,194,0
1860.1,0,SA,atm,96.4,14,119,0
1307.84,0,SA,mobile,80.8,17,47,0
623.73,0,SA,atm,94.9,11,73,0
841.94,0,SA,atm,89.1,16,153,0
1078.3,0,SA,web,75.8,12,121,0
1909.5,0,PK,mobile,61.4,15,195,0
2974.45,0,SA,mobile,95.2,17,160,0
1895.14,0,SA,mobile,68.4,14,130,0
376.02,0,SA,mobile,72.9,11,31,0
424.54,0,UK,atm,84.8,11,116,0
414.05,1,IN,web,68.6,15,35,0
204.17,0,AE,web,77.9,6,69,0
1640.41,0,SA,atm,98.9,8,166,0
521.74,0,PK,mobile,99.2,16,177,0
621.62,0,NG,web,95.9,16,192,0
313.54,0,SA,web,77.0,18,118,0
1056.18,0,SA,mobile,91.8,18,28,0
11235.65,0,US,atm,34.4,5,2,1
2349.31,0,SA,web,61.1,16,88,0
1185.51,0,SA,web,97.6,16,23,0
1367.98,0,SA,mobile,63.6,14,14,0
1078.97,0,US,web,67.6,21,30,0
327.02,0,SA,web,98.7,12,178,0
802.71,0,SA,atm,98.9,14,133,0
282.5,1,SA,atm,73.6,14,182,0
950.48,0,SA,atm,61.1,17,133,0
588.73,0,SA,mobile,61.5,21,5,0
621.86,0,SA,atm,77.4,9,114,0
1165.11,0,SA,mobile,95.7,13,48,0
283.59,1,UK,atm,92.4,15,161,0
1648.7,0,SA,web,71.5,16,144,0
18990.15,1,UK,atm,53.7,23,6,1
1651.57,0,SA,web,69.9,7,160,0
